word,frequency
"59,26%",1
14358,1
"81,8%",4
"8,7%",16
"81,16%",1
"17,05%",1
"7,93%",1
"3,32%",2
"3,23%",3
"3,41%",2
3398,2
"17,95%",1
"16,23%",1
"19,69%",1
"2,00%",1
"0,95%",4
"0,00%",3
"38,05%",1
"25,79%",1
"99,08%",1
"94,34%",1
"96,88%",1
"86,03%",1
"97,58%",2
"90,42%",1
"80,48%",1
"53,12%",1
"43,76%",1
"15,70%",2
893.15,1
7626,2
2297,5
"65,79%",1
"34,21%",1
3421,2
"47,99%",1
"52,01%",1
"81,36%",1
"18,64%",1
"98,3%",6
"49,98%",1
"50,02%",1
5526,1
2594,1
2932,2
"46,80%",1
"53,20%",1
"67,21%",1
"32,79%",1
"0,80%",3
"64,1%",3
"51,34%",3
"49,61%",1
"50,39%",1
970228,2
970508,1
980425,1
090423,1
2367,1
"8,34%",1
"6,10%",1
"2,37%",1
"26,36%",1
"25,97%",2
"2,56%",2
12298,1
"48,0%",1
13298,1
"73,7%",1
6729,3
"2,16%",1
"8,79%",2
"43,2%",2
"98,6%",6
8411,1
"48,01%",1
9108,1
"51,99%",1
12439,1
"0,49%",2
"1,64%",5
"0,63%",5
"50,56%",1
"0,92%",4
"0,86%",2
"63,6%",4
"36,4%",3
"1,45%",4
7563,1
7624,2
"50,2%",3
"47,06%",1
"52,94%",2
"42,42%",1
"57,58%",1
053,16
5287,1
4435,3
2092,2
2343,1
"0,07%",2
"41,53%",1
"58,47%",2
3516,2
"38,5%",5
4295,1
3349,1
7182,1
8471,1
5071,1
3016,2
"35,78%",1
"10,08%",2
"5,71%",1
"3,81%",4
"85,6%",2
"62,30%",1
"18,18%",2
"37,11%",1
"56,18%",1
"29,86%",2
"47,58%",1
075,4
26834,1
"17,62%",1
1300000000,1
1962-63,1
57503,1
7127,1
"29,64%",1
4350,1
3120,2
5660,4
6575,1
2485,2
7424,2
8756,1
4478,1
16126,2
29160,1
37500,2
:-/,1
2460,1
4805,7
13189,1
29585,1
6559,1
340%,2
2514,7
"49,25%",2
"50,75%",2
"60,7%",4
"43,4%",5
"69,51%",1
"30,49%",1
"27,74%",1
"15,48%",4
"78,57%",1
"6,75%",6
"33,84%",1
"59,6%",3
4918,1
2405,4
2031,13
2164,4
2538,3
74752,1
"20,02%",2
"31,4%",5
"63,8%",5
"64,85%",1
"0,67%",2
"1,47%",4
"1,70%",1
"26,7%",5
"43,0%",1
"13,2%",12
"18,0%",1
3490,1
"40,11%",1
"40,1%",6
32000,24
1124761,1
2229611,1
9260,1
"10,36%",3
4065,1
7184,2
3834,1
2.1.x,2
2.0.x,3
4879,2
7539,1
-1188,1
-ικός-,1
"58,70%",1
"16,36%",1
"56,99%",1
8987,1
8091,1
9726,1
"86,39%",1
"20,10%",1
--.[-,1
----------,1
-]»»[-,1
09181,1
2071,1
2274,3
7.º.,1
"3,47%",1
"51,13%",1
"64,2%",3
"94,7%",8
"96,2%",3
20174,1
2631,1
87937,1
9800,3
2109,2
2162,1
2138,4
2068,9
2231,4
2070,12
"57,8%",7
18/10/2011,1
38000,2
6806,1
3512,1
"62,25%",1
040,2
7823,1
8227,1
2082,1
"47,44%",1
"52,56%",1
2073,1
3008,2
0156621,1
0433850,1
0230551,1
0249247,1
032,9
"27,2%",5
2501,2
4024,1
"69,8%",2
11818,1
11822,3
11888,1
11811,1
11886,1
11825,2
19:26,1
5075,2
2199,3
5447,1
10654,1
2079,1
"53,30%",1
"46,70%",1
"94,50%",1
3147,1
"3,22%",2
"0,82%",2
7810,2
7812,1
"72,2%",2
3771,3
13757,1
16382,1
2286,4
8590,2
5430,1
19123,1
207%,1
306%,1
219%,1
8098,3
4512,2
0000345,1
4235,1
2213,2
2110,4
"17,1%",8
29660,1
41465,1
7613,1
49540,1
2196,4
3275,6
5512,2
2066,2
12209,1
9643,1
25497,1
2519,2
600%,6
6230,1
014,1
4172,1
8.Dxg4,1
26318,1
4R25,1
2723,1
"99,45%",1
2920,1
464640,1
181376,2
"10,27%",1
2829,1
5770,1
"1,62%",2
16:16,1
6739,2
25444,2
076,15
6730,1
6715,2
8535,1
2817,1
2752,3
2679,1
123456,3
12345678,2
12345,2
111111,1
1234567,2
123123,1
696969,1
666666,1
123321,1
1234567890,4
46880,1
"48,6%",6
"48,59%",1
"51,41%",1
4840,1
-sh,1
3726,1
5079,1
"""»",2
3455,3
4543,1
2863,2
8968,1
※,1
2702,2
"0,66%",1
2233,2
2253,1
2272,2
2284,2
2285,2
2293,4
2294,2
2371,8
"97,54%",1
16474,1
9979,1
4748,1
9123,1
3941,1
3264,1
4061,2
4638,2
"61,8%",2
5534,1
7509,2
"96,01%",1
"75,41%",1
"55,77%",1
"69,1%",1
4438,3
"55,3%",3
"44,7%",4
"-3,5‰",1
"50,5%",4
6207,1
"13,1%",11
2884,4
3053,1
"46,5%",2
"3,07%",1
"11,2%",8
3314,1
"2,03%",2
"51,86%",1
"72,04%",1
"27,96%",1
"90,34%",1
"54,6%",2
"51,1%",2
"45,31%",1
"54,68%",1
20555,1
56565,1
"10,60%",1
5195,2
"89,40%",1
7581,1
"47,9%",2
"52,1%",6
"16,18%",2
"-3,5%",2
3544,2
1.452-,1
2364,3
5960,2
2176,1
3167,2
2008-presente,1
5124,1
5279,2
5568,3
9920,1
2086,1
2656,2
2658,4
5798,3
3883,2
350000,6
440550,1
2749,2
7116,1
9786079424930,1
12441,1
3274,1
3267,1
4837,3
3635,2
"59,2%",1
"57,9%",5
"4,25%",3
4004,35
5778,2
8722,3
17296,1
18416,1
9363584,1
9437056,1
9700,10
8816,2
13531,2
30828,2
7253,1
"38,30%",1
"57,19%",1
"1,49%",2
"2,57%",1
"48,4%",6
"21,8%",4
"39,2%",2
"11.26)""",1
3268,2
8483,1
6758,1
9089,1
3840,4
8223,1
4083,2
"4,98%",1
"5,89%",3
20111,1
"1,92%",2
4844,1
24015,1
"109,7%",1
4352,2
9302,1
5.5-2.5,1
9782,1
10582,1
2130523,1
2130947,1
2130948,1
8400,3
61272,2
5018,2
6912,2
5213,1
؟,2
2599,3
"65,5%",3
"76,2%",3
3128,3
3004,2
12109,1
12112,1
2181,2
27082,1
2486,2
2521,5
2479,1
.-,18
4832,1
5650,1
2524,2
14716,1
11609,1
80987,1
108000,2
89500,1
47500,1
23000,7
108347,1
19246,1
62489,1
26612,1
84834,1
2157,1
2.1.d,1
2858,1
2011-presente,1
3473,1
5288,1
5245,1
"19,7%",5
16280,2
"74,4%",3
108³,1
4776,2
2744,4
4553,1
65000,3
2781,1
10646,8
3049,2
3067,1
"76,5%",3
"49,60%",1
"50,40%",1
"86,1%",3
"12,1%",10
"88,5%",2
"78,2%",6
"71,6%",4
"24,3%",6
"31,8%",3
4987,1
13910,1
22018,1
2999,6
2824,1
450000,3
3745,2
60311,1
60027,9
20150,2
17500,1
16255,1
5550,1
-ex,1
"14,05%",3
"1,82%",1
"32,64%",1
"37,77%",1
"19,05%",1
"26,05%",1
"34,08%",1
"32,21%",1
"11,71%",1
"42,31%",1
"26,28%",2
"33,92%",1
"21,89%",1
"20,28%",1
"7,76%",2
"7,87%",1
"46,01%",1
"0,29%",6
"57,10%",1
"30,60%",1
"56,36%",1
26/06/1999,1
10/07/1999,1
"2,84%",1
"86,12%",1
"73,06%",1
787878,1
9821,2
5566,1
5580,2
7380,1
9334,1
2667,2
9.54%,1
4486,2
6166,2
4702,1
"11,03%",1
"9,64%",1
4395,1
3013,3
3001,1
9688,2
45′59″S,1
4381,1
8010,4
8055,1
8393,2
2903,2
3115,3
4526,2
6946,3
7331,1
9825,1
19992,1
20405,1
8451,1
21900,1
50552,1
"0,28%",6
19522,1
"7,72%",1
12165,1
"4,79%",2
02342,1
421539,1
140%,2
"23,8%",4
"94,3%",2
4240,2
"39,6%",2
"62,7%",1
76120,1
2499,2
"51,84%",1
"28,43%",1
"19,73%",1
2665,2
2645,3
2638,1
2614,2
25982,1
8228,1
7020,2
12500,1
14800,2
14600,1
3906,5
4059,2
2508,1
2348,2
9375,2
20193,2
2339,1
21704,1
6-311+G,1
9435,2
4830,1
5381,1
2480,2
149026,1
"1,71%",1
"1,95%",1
4168,1
3355,12
14214,1
"39,0%",3
095,1
4590,4
4939,1
"12,81%",1
"8,15%",1
"13,81%",1
"25,39%",1
"18,20%",1
"32,22%",1
"13,25%",1
"11,34%",1
"12,52%",1
"25,75%",1
"9,75%",1
"14,59%",2
2717,2
"59,38%",3
"2,73%",2
"37,90%",1
"9,8%",14
"10,26%",2
"95,53%",1
"98,80%",1
"93,83%",1
"4,07%",1
"0,94%",1
"5,70%",3
5158,2
5192,1
2687,2
mismo―D.F.―,1
033,7
"0,57%",3
"0,54%",3
8001,1
26206,1
27045,1
4028,2
"89,9%",2
3158,1
0287,1
"82,3%",5
5185,1
3255,5
"67,4%",1
"83,2%",1
"27,4%",5
"32,8%",5
3191,1
7944,1
"12,0%",4
"29,8%",5
"21,1%",5
"2,0%",9
4115,2
5812,1
18527,1
12445,1
41912,1
18608,1
"5,67%",1
"22,86%",1
"52,84%",1
5643,3
5966,2
-6.58178,1
7395,1
11323,2
"16,4%",7
"65,9%",2
"12,72%",1
"6,11%",2
"93,5%",7
2883,2
2606,3
6921,2
3837,2
"5,32%",1
"97,32%",1
"2,68%",1
-al,7
8364,1
"88,43%",1
"11,57%",1
"14,7%",5
6x86L,1
6x86MX,1
8525,1
4008,1
13407,1
024,1
2344,2
2311,5
2370,3
2365,2
2373,4
2113,6
2063,3
2172,2
6317,1
2085,1
7948,1
"99,99%",4
2711,3
5119,1
5744,1
5564,2
18046,1
19550,2
22409,1
26887,1
9788483742815,1
368000,1
110000,2
3658,2
"2,02%",4
"19,10%",3
"75,16%",1
3875,2
"73,36%",1
"9,23%",2
"66,05%",1
"84,83%",1
"4,18%",1
"14,37%",1
"70,65%",1
"98,10%",1
"78,74%",1
"94,43%",1
"78,98%",2
"7,38%",2
"75,54%",1
"8,82%",1
"7,81%",1
"39,7%",3
"30,71%",1
"27,61%",1
"24,37%",1
"16,34%",1
"66,9%",4
"26,1%",8
"48,11%",1
"10,61%",1
"18,83%",2
"4,52%",2
"0,46%",4
5426,2
"91,51%",2
"8,49%",4
"0,47%",3
"51,27%",1
"48,73%",1
"51,22%",1
"8,41%",1
"1,28%",2
"0,84%",1
"0,78%",3
"0,61%",2
"0,43%",1
4141,3
3335,1
2663,1
5060,2
4787,1
"50,6%",4
80543,1
2346,3
5003,1
3203,1
482.03,1
"47,2%",1
2429,1
"93,7%",4
49146,1
8713,2
2124,3
3577,1
3614,1
11787,1
4019,2
22728,1
9815,2
5001,4
"95,8%",3
"99,88%",1
"92,2%",2
3152,2
5233,1
5530,2
5230,2
3996,2
"83,13%",1
"83,84%",2
128036,1
"82,8%",2
3740,2
"0,53%",3
"79,7%",4
163%,1
851.99,1
0207,1
200945,1
3308,1
10:35,1
9718,1
24056,1
23934,1
5926,1
3682,1
8338,2
4015,5
9561,2
2000000,4
8164,1
6285,2
129%,1
114%,3
231%,1
128%,1
5270,1
3Play,1
10280,1
5621,1
7608,1
MP4-17D,1
16ms,1
-(\mathbf{\bar{x}}\cdot\mathbf{n}_r)\mathbf{n}_r,1
65536,2
4893,1
5396,2
3764,2
2268,1
††,3
"83,86%",1
"53,92%",1
"40,31%",1
"67,52%",1
3293,2
-p,1
-ç,1
6950,1
192%,1
5335,3
3561,2
2419,2
6699,2
2358,2
6227,1
9623,1
"-0,4%",1
11446,1
"30,35%",1
"28,81%",1
"2,50%",1
"0,74%",3
"0,09%",5
"4,94%",1
0.13%,2
7.78%,1
"56,82%",1
"21,72%",1
"17,16%",1
1993-94,2
035,15
5918,1
3560,1
165378829,1
11434639,1
1425636,1
3196,1
4095,4
4506,1
3905,1
3829,2
"82,5%",5
"20,5%",8
"86,4%",2
"67,40%",1
3820,4
3333,1
3156,3
3295,1
"56,5%",4
"49,10%",1
"7,60%",1
2635,1
0247,1
25776,1
19153,1
"29,7%",9
"1,30%",2
24340,3
11551,1
3786,2
7743,3
07:45,1
2732,1
3986,2
160691,1
"42,3%",2
228845,1
"99,7%",6
3048,4
10:28,1
5344,1
3973,3
"9,44%",1
5374,1
2960,2
25020,1
26922,1
8586,1
8611,1
7654,1
8230,3
"48,9%",2
27795,2
1993-enero,1
2889,3
23994,1
26467,1
26458,1
7982,1
7633,2
2391,4
26427,2
"12,96%",1
25261,1
13659,1
4887,3
"58,1%",2
"3,0%",8
"96,5%",3
25197,1
26398,1
528/,1
2435,5
2849,1
2305,6
2225,2
7570,2
2642,4
5251,1
2457,1
7350,1
"34,6%",4
3648,1
352%,1
"53,7%",3
3024,1
6847,4
6809,62
219.95,1
6309,2
6821,5
6822,1
68070,2
68340,1
68306,1
3430000,1
3000000,2
6555,1
24017,1
2135,4
-----------,1
7100LC,1
4910,2
03995,1
9.20%,1
6.73%,1
"17,42%",2
"16,50%",1
15560,1
12154,1
6037,1
6117,1
26636,1
27321,1
29497,2
"71,15%",1
28860,1
4860,1
7855,2
9818,1
12171,1
23508,1
"83,39%",1
"20,3%",8
"53,6%",5
"70,2%",2
"64,9%",2
"36,1%",3
2537,2
190.20,1
7777,2
3780,2
"56,8%",2
824/,1
2208,4
"80,76%",1
"4,54%",3
"47,8%",2
05721,1
2780,1
"16,32%",1
5578,2
"0,44%",3
01855,1
01890,1
"84,5%",1
8552,2
"58,6%",4
"84,3%",3
"64,75%",1
"31,15%",1
"82,20%",1
"25,48%",1
"46,07%",1
"34,03%",1
"30,89%",1
"9,95%",1
"4,19%",1
41600,1
85:12:3,1
3212,2
2962,1
7419,1
"6,77%",2
"3,29%",3
18460,1
18604,1
18556,1
18700,1
18603,2
"98,65%",2
13200,2
8448,2
5214,2
2126,2
"3,56%",2
"6,99%",2
"3,16%",2
"2,58%",2
"5,02%",1
"4,68%",4
2045,18
1975-76,1
"14,46%",1
"2,87%",2
17080,1
"55,5%",6
28760,1
"5,53%",1
"9,33%",1
"59,93%",1
2531,4
2998,3
0195,1
69206,1
13279,1
29914,1
22717,1
2735,3
8901,1
01000,1
5493,1
"49,13%",2
2699,1
"28,7%",4
"59,67%",1
"5,82%",2
"25,04%",2
"7,54%",1
"6,79%",1
"4,76%",1
"5,04%",1
"0,72%",2
5615,1
"1,37%",2
2739,1
146430,1
37600,1
"62,5%",5
"2,38%",1
49000000,1
6.1.x,1
000123,1
330%,1
360%,1
260%,1
181%,1
136%,1
102%,3
690%,1
104%,5
"96,9%",4
103%,2
"7,01%",1
4067,1
22997,1
"1,37:1",1
3750,3
28.12-19,2
"54,3%",2
"93,4%",3
"3,05%",1
12314,2
2845,1
"27,6%",6
"62,4%",4
8969,3
3310,2
14443,1
4371,1
"49,65%",1
"32,32%",1
"40,4%",5
"45,1%",2
"50,35%",1
"81,6%",3
045,7
-56.1954716853,1
6340,3
2672,2
2706,5
2330,2
"70,90%",1
"3,50%",1
1717-Valence-sur-Rhône,1
4442,2
1241699,1
617628,1
624071,1
"0,58%",2
"5,38%",1
"3,97%",2
"55,34%",1
"73,64%",1
"37,98%",1
"94,89%",1
"93,86%",1
"96,78%",1
"77,20%",1
79480,1
"51,96%",1
29029,1
3991,1
2337,4
3143,5
7495,3
7105,3
5199,2
8226,1
2683,1
650%,2
4301,1
27178,1
29248,1
7485,1
"84,7%",3
4462,1
11562,1
"21,38%",1
"16,7%",7
"20,2%",4
-capitán-,1
2432,1
9429,1
"35,5%",4
481%,1
3155,5
23492,1
23521,1
25779,1
26085,1
126816,1
3687,2
"21,95%",1
"18,95%",2
-1994,1
4585,2
802.15,1
6128,4
"8,94%",2
16500,4
7372,1
33751,1
802.16,11
802.16e,6
7650,1
0127,1
2979,4
"41,62%",1
"2,75%",1
635710,1
23775,3
26552,2
"0,51%",2
"90,6%",1
40790004,1
33777,1
11.1.0,1
85893,2
18658,1
6126,2
9365,1
8060,1
22147,1
2064,6
"53,4%",4
"67,13%",1
"32,87%",2
6862,1
2275,1
"0,88%",3
8117,1
55200,1
32855551,1
13th,3
"4,63%",2
"1,14%",3
1925-final,1
3031,2
80486,57
"19,6%",8
2042,1
118118,1
7585,1
5696,1
LFTCu,1
LOTCu,2
"1,03%",2
"6,04%",1
"21,06%",3
"45,0%",1
57573,1
"71,4%",6
4046,1
2498,1
〜,2
72000,3
90000,6
2721,4
4184,1
2310,2
"92,6%",2
6720,2
"0,7kpc",1
69120,1
120000,5
15645,2
"50,03%",1
15625,2
"49,97%",1
"63,4%",1
19839,1
11431,1
33535,1
"45,61%",1
"40,13%",1
"74,2%",3
"13,0%",4
"18,4%",5
039,1
7320,2
7742,3
9819,1
7140,2
3371,1
3649,1
9900,2
"41,25%",1
"50,14%",1
2152,3
5121,1
7080,1
03:25,1
2097,3
2154,5
2155,3
2368,1
"8,25%",2
8738,2
"""-",1
8120,1
8310,1
6288,1
65’71%,1
2167,2
2147,1
2077,9
2061,8
"72,25%",2
3517,1
120-250d,1
6636,1
7670,1
375000,1
58420,1
51517,1
5936,1
"1,84%",1
"6,27%",1
3177,1
3440,2
16-CH,1
117040,1
3748,2
25074,1
5492,1
179.02,1
"97,9%",3
8303,1
5443,1
3065,2
4339,1
2355,1
70714,1
62000,3
3388,1
2867,1
4279,3
2786,1
9851,1
2747,2
9002,2
9601,1
74121,1
4047,2
4528,1
"84,2%",4
-1000,1
8315,1
0059,1
14604,1
3.1.d,1
3022,2
"15,10%",1
4070,1
9999,6
3046,1
24888,1
5022,1
6035,1
6038,1
6424,1
7222,5
7223,2
7227,1
3350,10
3346,2
3290,2
3118,3
2854,2
24288,1
67524,1
24046,2
097,3
2081,2
62255,1
20101934,1
-Jena,1
14496,6
"-""Sefarad",1
2273,3
086000,1
985-,1
2214,3
"4,70%",1
"3,35%",1
11601,1
-1822,1
"33,7%",4
"3,84%",2
"33,2%",5
"2,55%",2
"35,01%",1
"65,35%",1
"34,99%",2
14003,1
2579,2
6323,1
39059,1
"20,09%",2
15900,1
24510,1
"71,2%",2
"73,20%",1
2320,3
5980,3
"41,8%",3
"35,53%",1
7420,1
7013,1
"89,23%",1
16321,1
8531,1
2232,1
4640,4
"1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9",1
9622,3
"50,1%",6
23231,1
2783,1
2120,2
"48,89%",1
"51,11%",1
2428,9
"62,85%",1
2765,9
7388,1
873554,1
669033,1
4950,1
੧,1
40994,1
"42,69%",1
"17,93%",1
"42,45%",1
6520,1
3688,1
3101,1
84-323-0158-2,1
22116,1
"24,7%",5
6543,10
400500,1
"55,7%",2
）,13
4990,3
2709,4
2682,1
32161,1
620.11,1
"6,30%",1
"11,90%",2
1-halógeno-2-propanol,1
1-bromo-2-propanol,1
1´76%,1
2565,3
3652,1
"40,5%",5
7690,1
2686,3
0075,1
1947-Neuilly-sur-Seine,1
60528,1
67653,1
04105,1
"79,6%",3
15148,1
9636,2
4048,1
3116,2
9695,3
17560,1
777X,2
747-400s,1
5235,1
-300ER,3
9380,1
747SP,1
5209,2
777-200LR,1
9450,1
6015,1
98000,2
7930,2
777F,1
4895,1
9065,1
747-8,2
167%,1
7022,2
8415,2
17148,1
"42,6%",2
"95,49%",1
"61,69%",1
"19,48%",2
"62,63%",1
"83,4%",1
85140,1
"99,2%",4
"39,49%",1
"58,59%",1
"47,1%",7
"52,6%",2
"45,85%",1
"12,78%",1
"41,37%",1
"66,66%",1
"11,76%",1
6345,1
14534,1
"51,5%",2
1GHz,1
6068,1
2439,1
2443,1
2455,3
3060,2
3087,6
3085,1
3029,4
2059,3
900%,3
"51,64%",1
"55,13%",1
"44,87%",1
169%,1
"27,80%",1
"32,00%",1
7705,1
"59,08%",1
4075,1
3558,4
13430,1
-900neo,1
5522,1
22550,1
2182,2
2131,2
2657,3
"25,34%",2
"74,66%",1
3833,2
2104,3
5082,1
6960,2
0427,1
2722,2
6129,1
12834,1
7565,1
4033,1
7540,1
5026,1
9570,1
4659,1
"34,7%",3
2648,1
"5,83%",2
3788,3
2463,1
"60,4%",3
"60,50%",1
"39,50%",1
"5,85%",1
"52,9%",2
"96,4%",6
"91,4%",2
"56,7%",3
″,7
3478,4
16746,3
"52,59%",1
"0,19%",4
"73,1%",1
4167,2
27248,1
2186,1
55110,1
"61,9%",2
"48,1%",3
"98,1%",2
2502,3
3233,1
6295,1
"76,87%",1
8174,1
11ra,1
3541,2
"-""Ryoko",1
"-""Álbum",1
6298,1
"58,3%",2
"6,18%",2
9649,1
7926,2
3787,1
4916,1
"54,8%",3
"95,66%",1
2685,2
8205,1
2458,6
9032,1
3928,2
"96,55%",1
985562263019999993544,1
3380,4
5545,1
3459,2
5052,2
9206,3
2938,2
20470,2
4912,1
89:55,1
93ss,1
M-35988-2016,1
11500,1
4.Cbd2,1
6.Cbd2,1
"45,2%",5
-89.621667,1
"97,26%",1
27300,1
34920,1
7467,1
22600,1
41900,1
131200,1
18520,1
07:26,1
5940,1
04/04/2013,1
290%,1
;),3
9230,1
4230,1
"83,73%",1
"68,1%",4
"309,7%",1
"176,6%",1
"42,0%",2
"225,3%",1
"119,9%",1
"57,0%",1
"35,3%",3
157%,1
133%,1
08:50,1
20910,1
21488,4
4670,1
5814,2
5388,1
1300-abril,1
3137,1
"4,17%",2
"14,98%",1
"91,2%",3
"2,25%",4
"8,53%",1
"90,04%",1
"99,8%",5
3240,3
9290,1
120296280,1
9321766,1
15893994,1
20886637,1
20410102,1
19439584,1
21285037,1
9545360,1
15901860,1
5828,1
4616,1
7226,1
"71,75%",1
"71,7%",2
25726,1
3089,1
2956,2
"24,47%",1
"3,44%",1
"1,17%",3
"2,65%",2
"3,01%",2
"24,2%",4
7481,1
12800,1
4973,1
"9,87%",3
"16,5%",9
"43,1%",1
"30,8%",4
5029,1
"51,55%",1
"51,37%",1
5701,1
20705,1
1964-65,1
"44,34%",1
7556,1
"7,86%",2
"25,21%",1
"7,06%",1
"56,1%",1
"86,0%",1
10318,1
"47,33%",1
60110,1
"92,5%",5
30057,1
27444,1
27815,1
15693,3
"63,0%",1
"20,0%",3
"6,09%",3
"2,69%",1
2216,1
"20,51%",1
"14,83%",2
"6,40%",2
"14,45%",1
"3,63%",4
"6,82%",1
4412,1
4315,1
2318,1
20840,1
18799,3
17325,1
"75,1%",3
"0,69%",5
12419,1
"2,59%",1
"4,53%",1
"66,5%",8
"56,3%",2
3182,2
2422,3
‑,1
7Q17,1
6.76%,1
5227,1
6121,1
6266,1
4570,1
6787,1
2292,1
"86,6%",3
"87,6%",3
"87,3%",2
"44,9%",1
"32,85%",1
18001,2
"5,48%",1
3570,5
"29,5%",2
"10,0%",5
"42,1%",1
"6,80%",1
094,5
2115,1
"99,29%",1
"68,73%",1
"90,9%",2
"99,68%",1
4827,1
"3,51%",2
3472,2
7410,1
7450,3
7451,1
7455,1
7445,1
7447,6
7457,6
7448,3
"1957-58,en",1
2504,2
802.16a,1
802.16d,1
"10,12%",1
23336,1
56079,1
15152,1
3470,4
2801,1
3140,6
3175,2
3098,1
3094,2
6096,3
4740,3
10928,1
102600,1
3934,1
8951,1
6683,2
7979,1
9463,1
:-),2
2517,1
068,2
9028,1
6026,2
3789,1
8462852,4
3107,1
5750,2
12161,1
246308,1
362471,1
440134,1
529440,1
2509,3
2885,2
"74,7%",1
"63,3%",2
4197,2
"62,9%",1
232%,1
7251,2
4294,1
6019,2
8231,1
17023,1
23833,1
11530,1
2326,3
"6,13%",2
8004,1
7096,1
8598,1
5148,3
2546,1
14135,1
80175,1
8991,4
9759,2
6551,2
57´08,1
13888,1
6752,2
3646,3
4959,3
5128,2
4362,1
"0,27%",4
3322,2
9789589083017,1
2697,1
2478,5
4833,1
6397,3
9537,2
6202,1
081,8
5008,1
99942,2
10268,1
11219,1
2315,1
4678,1
4652,1
3861,1
"53,8%",7
568-774d,1
3396,2
3339,5
3488,2
2873,2
3427,1
3536,1
"98,83%",1
11486,1
3655,1
173%,2
7738,1
4898,1
4476,1
4669,1
058,3
79700,1
7645,1
"62,79%",1
159%,1
0077,1
4348,1
8609,1
"46,38%",2
4548,2
3692,2
4999,3
"31,88%",2
"33,74%",2
2328,2
"52,23%",1
5607,1
29620,1
9781723978241,1
11544,1
"85,2%",1
"49,9%",6
1/2/3/4,1
"85,4%",3
"66,8%",2
2742,2
"4,02%",1
4602,1
978-84-220-1511-6,1
"0,1mg",1
8xx,1
80186,30
第1形態,1
第2形態,1
第3形態,1
第4形態,1
3296,2
3456,1
"27,3%",2
6890,2
1632000,1
3330,1
800%,2
107146,2
"3,36%",1
4500000,1
12391,1
2941,6
2879,1
2217,4
ge'ez,1
4084,1
4978,1
4743,1
4750,1
3613,1
3942,1
5007,3
5002,2
4976,1
12139,1
"12,87%",1
"5,33%",1
"4,24%",1
"1,54%",3
2354,1
"90,3%",2
4341,1
3615,1
"78,7%",4
2581,1
19846,1
"55,1%",3
"80,8%",3
"75,6%",1
11857,1
"52,8%",2
-çom,1
2975,2
2078,1
96952,1
8359,1
2971,3
3812,3
2411,2
𐤟,1
72147,1
07473,1
2398,1
01877,1
03594,1
74738,1
"12,17%",2
"12,13%",3
"7,53%",1
"1,33%",1
90156,1
82943,2
5694,3
3242,1
"4,39%",1
00:00,1
"58,5%",2
"2,93%",2
"34,92%",1
"9,43%",2
"9,11%",1
4353,1
"52,24%",2
"50,21%",1
"38,1%",2
2746,1
4633,1
8295,3
7790,2
"99,82%",1
0110101,1
10001100101,2
10001100100,2
6617,1
203%,1
9878,1
"99,41%",1
5574,1
20380,1
"51,9%",3
11801,1
9390,1
82840,1
43217,1
39623,1
"56,43%",1
"34,49%",1
0006902,1
6282,1
02944,1
0294,1
"51,8%",2
4052,1
5267,1
4467,1
5302,1
4280,2
33727,1
"29,97FPS",1
"54,63%",1
"43,85%",1
"6,39%",1
"7,49%",2
"3,19%",1
"5,22%",1
"5,40%",2
"9,12%",2
"6,21%",2
6036,1
"97,2%",2
3451,1
7150,2
3807,1
3806,1
8608,1
8654,1
131072,2
5616,1
9491,1
"57,7%",2
"49,23%",3
"87,5%",3
36495,1
270000,3
96451,1
95184,1
"46,8%",5
"37,7%",6
"40,66%",1
"39,52%",1
180000,3
4620,1
2224,1
31337,1
"84,1%",1
2434,5
9181,1
7337,2
"2,21%",3
"29,99%",1
2959,1
3585,1
3342,3
2474,2
11126,1
"2,45%",2
7936,1
2169,2
994,17
"91,74%",1
7912,7
3612,3
5802,4
6514,1
73:51,1
2139,2
2922,1
8638,1
5261,4
385571,1
4049,1
9397,1
6.9%,1
2851,2
2953,1
2980,2
3021,4
2087,4
3392,2
3520,2
0.7.x,1
44000,4
3571,1
-700ER,1
5735,1
4673,1
5873,1
4724,2
"48,56%",1
"19,9%",4
"4,83%",1
"3,40%",1
"1,90%",2
"5,15%",1
"8,36%",1
2795,3
5428,1
8.ª.,1
9.ª.,1
"33,3%",6
"22,01%",1
"1,79%",1
21680,1
2363,1
2351,1
2352,1
"16,85%",1
"1,69%",4
16095,1
16331,1
47059,1
22264,2
22449,2
25230,1
41612,3
13260,2
10030,3
5091,1
5092,2
44216,2
9030,2
8131,3
"2,76%",1
12649,1
26290,1
80º49'14,1
5364,3
5164,1
"54,87%",2
"43,13%",1
2445,4
"65,85%",1
"18,48%",1
8281,1
29635,1
01101001,1
0110100110010110,1
2102012,1
3950,3
5157,1
2281,1
44056,1
91287,1
3269,3
7571,1
2112,21
5133,1
7911,1
8072,1
2646,3
14763,2
4493,1
13300,4
2133,1
14965,1
3784,3
6356,1
13517,2
"48,79%",1
"51,21%",1
"10,25%",2
"93,07%",1
"6,93%",1
"22,93%",1
"2,72%",1
"79,40%",1
"74,97%",1
"0,42%",2
"88,59%",1
"85,40%",1
"75,47%",1
"7,40%",1
"6,33%",1
15414,1
15433,1
11620,1
10098,1
3176,1
13981,1
14779,1
3858,3
2990,2
"64,4%",3
000001,1
001010,1
