word,probability
3080,7.590569729187448e-07
4080,1.265094954864575e-07
5080,2.53018990972915e-07
"4,7%",2.7832089007020645e-06
"42,7%",1.1385854593781173e-06
"43,9%",2.53018990972915e-07
08302,1.265094954864575e-07
741,4.680851332998927e-06
3439,2.53018990972915e-07
740,6.578493765295789e-06
527,3.7952848645937244e-06
957,1.3916044503510323e-06
8766,1.265094954864575e-07
1055,3.0362278916749793e-06
"97,3%",5.0603798194583e-07
663,1.5181139458374896e-06
"17,6%",5.0603798194583e-07
140000,2.53018990972915e-07
1721,1.2650949548645747e-05
1432,2.2771709187562346e-06
"18,53%",3.795284864593724e-07
"17,98%",2.53018990972915e-07
"26,26%",2.53018990972915e-07
"15,83%",1.265094954864575e-07
"32,3%",3.795284864593724e-07
"36,6%",1.5181139458374896e-06
"78,5%",3.795284864593724e-07
861,1.3916044503510323e-06
1022,1.2650949548645747e-06
3150,8.855664684052023e-07
689,1.7711329368104046e-06
1145,3.162737387161437e-06
796,3.4157563781343516e-06
14001,3.795284864593724e-07
9001,2.53018990972915e-07
1491,3.2892468826478945e-06
3569,3.795284864593724e-07
1173,4.04830385556664e-06
"3,1%",3.0362278916749793e-06
"-0,2%",2.53018990972915e-07
"-0,7%",1.265094954864575e-07
3201,2.53018990972915e-07
3608,1.265094954864575e-07
7562,1.265094954864575e-07
"0,45%",5.0603798194583e-07
"98,7%",1.01207596389166e-06
619,3.5422658736208092e-06
"6,63%",1.265094954864575e-07
"90,47%",1.265094954864575e-07
781,2.02415192778332e-06
134,1.1132835602808258e-05
"29,41%",1.265094954864575e-07
"33,8%",5.0603798194583e-07
11089,1.265094954864575e-07
378,5.692927296890587e-06
....,2.53018990972915e-07
"62,49%",3.795284864593724e-07
"40,28%",2.53018990972915e-07
"14,61%",1.265094954864575e-07
"12,56%",2.53018990972915e-07
"11,59%",2.53018990972915e-07
"7,77%",1.265094954864575e-07
"7,25%",3.795284864593724e-07
"5,17%",5.0603798194583e-07
804,2.909718396188522e-06
14143,1.265094954864575e-07
75000,1.5181139458374896e-06
15876,1.265094954864575e-07
9007,1.265094954864575e-07
6206,1.265094954864575e-07
6666,1.265094954864575e-07
"63,42%",1.265094954864575e-07
"36,58%",1.265094954864575e-07
607,2.656699405215607e-06
2145,2.53018990972915e-07
"55,0%",3.795284864593724e-07
377,3.5422658736208092e-06
1121,1.7711329368104046e-06
1125,5.692927296890587e-06
1205,3.0362278916749793e-06
1266,4.807360828485384e-06
6100,1.5181139458374896e-06
---,1.3916044503510323e-06
"99,9%",2.5301899097291493e-06
5543,3.795284864593724e-07
14276,1.265094954864575e-07
"49,5%",7.590569729187448e-07
828,1.1385854593781173e-06
961,2.403680414242692e-06
1045,1.8976424322968622e-06
"49,7%",5.0603798194583e-07
"26,3%",1.1385854593781173e-06
"3,8%",3.2892468826478945e-06
584,2.7832089007020645e-06
776,3.162737387161437e-06
9840,2.53018990972915e-07
"5,1%",1.6446234413239472e-06
"45,43%",1.265094954864575e-07
"54,57%",1.265094954864575e-07
763,2.150661423269777e-06
64%,8.476136197592651e-06
2914,2.53018990972915e-07
2791,1.265094954864575e-07
3188,2.53018990972915e-07
737,1.3283497026078035e-05
//.,2.2771709187562346e-06
429,6.7050032607822465e-06
3229,1.265094954864575e-07
069,1.01207596389166e-06
2652,1.265094954864575e-07
2690,1.265094954864575e-07
4700,1.1385854593781173e-06
3509,1.265094954864575e-07
1278,3.0362278916749793e-06
1025,2.403680414242692e-06
1323,2.5301899097291493e-06
396448,1.265094954864575e-07
3848574,2.53018990972915e-07
3991722,1.265094954864575e-07
790435,2.53018990972915e-07
0418430,1.265094954864575e-07
2012-32-0064,1.265094954864575e-07
0228187,1.265094954864575e-07
0254176,1.265094954864575e-07
0407242,1.265094954864575e-07
0313466,1.265094954864575e-07
551,3.0362278916749793e-06
554,3.0362278916749793e-06
"91,9%",1.265094954864575e-07
316,7.0845317472416184e-06
1448,2.909718396188522e-06
1208LC,1.265094954864575e-07
613,5.060379819458299e-06
5636,2.53018990972915e-07
3142,1.265094954864575e-07
913,2.403680414242692e-06
3734,2.53018990972915e-07
5166,5.0603798194583e-07
2545,5.0603798194583e-07
"0,22%",3.795284864593724e-07
"0,11%",6.325474774322873e-07
"0,05%",2.02415192778332e-06
"1,27%",2.53018990972915e-07
"15,25%",1.265094954864575e-07
2277,5.0603798194583e-07
769,2.2771709187562346e-06
2047,1.1385854593781173e-06
3030,5.0603798194583e-07
40000,7.590569729187448e-07
18653,1.01207596389166e-06
4573,2.53018990972915e-07
4206,3.795284864593724e-07
6245,1.265094954864575e-07
2888,2.53018990972915e-07
8086/8088,6.325474774322873e-07
8086,1.6699253404212385e-05
5810,1.265094954864575e-07
"96,91%",1.265094954864575e-07
8977,1.265094954864575e-07
354%,1.265094954864575e-07
158%,2.53018990972915e-07
21699,1.265094954864575e-07
"92,4%",2.53018990972915e-07
482,2.2771709187562346e-06
1136,3.4157563781343516e-06
1143,4.933870323971842e-06
2516,5.0603798194583e-07
773,1.6446234413239472e-06
863,3.0362278916749793e-06
744,3.4157563781343516e-06
160408,1.265094954864575e-07
94%,4.680851332998927e-06
851,2.02415192778332e-06
5066,1.265094954864575e-07
03,6.0724557833499585e-06
893,2.656699405215607e-06
2179,1.265094954864575e-07
"77,8%",6.325474774322873e-07
"22,2%",7.590569729187448e-07
"54,2%",2.53018990972915e-07
2287,1.265094954864575e-07
2380,2.53018990972915e-07
2295,1.265094954864575e-07
2872,2.53018990972915e-07
1164,3.2892468826478945e-06
529,5.186889314944756e-06
767,2.7199541529588358e-05
4226,1.265094954864575e-07
16384,2.53018990972915e-07
889,8.855664684052023e-07
685,2.5301899097291493e-06
"8,6%",1.8976424322968622e-06
"13,9%",1.2650949548645747e-06
"14,5%",1.6446234413239472e-06
"7,3%",3.0362278916749793e-06
"48,2%",2.53018990972915e-07
"5,8%",3.668775369107267e-06
300%,1.3916044503510323e-06
809,1.5181139458374896e-06
"39,3%",6.325474774322873e-07
126%,1.265094954864575e-07
122%,1.265094954864575e-07
495%,1.265094954864575e-07
3621,1.265094954864575e-07
5780,3.795284864593724e-07
5013,2.53018990972915e-07
7400,1.2650949548645747e-06
3262,2.53018990972915e-07
3320,1.265094954864575e-07
3429,1.265094954864575e-07
3434,1.265094954864575e-07
2942,3.795284864593724e-07
2951,2.53018990972915e-07
"63,5%",5.0603798194583e-07
-se,1.265094954864575e-07
2887,2.53018990972915e-07
4419,3.795284864593724e-07
4874,1.265094954864575e-07
"25,15%",2.53018990972915e-07
"19,41%",2.53018990972915e-07
43%,8.476136197592651e-06
"30,78%",2.53018990972915e-07
"0,26%",6.325474774322873e-07
40450001,1.265094954864575e-07
40450058,1.265094954864575e-07
"79,01%",1.265094954864575e-07
"2,62%",1.265094954864575e-07
6200000,2.53018990972915e-07
981,2.150661423269777e-06
1301,4.174813351053096e-06
884,2.403680414242692e-06
688,3.162737387161437e-06
556,2.02415192778332e-06
105000,1.265094954864575e-07
9066,2.02415192778332e-06
175000,1.265094954864575e-07
"49,6%",7.590569729187448e-07
"41,9%",5.0603798194583e-07
"6,5%",4.807360828485384e-06
900000,6.325474774322873e-07
4217,4.4278323420260115e-06
"4,26%",2.53018990972915e-07
"5,18%",1.265094954864575e-07
"3,34%",1.265094954864575e-07
2338,2.53018990972915e-07
940,4.933870323971842e-06
830,4.174813351053096e-06
869,3.4157563781343516e-06
(:,1.3916044503510323e-06
1144,3.668775369107267e-06
"5,00%",1.265094954864575e-07
"7,00%",1.265094954864575e-07
0000,3.668775369107267e-06
0001,1.3916044503510323e-06
0011,3.795284864593724e-07
0010,5.0603798194583e-07
0110,7.590569729187448e-07
0111,5.0603798194583e-07
0101,6.325474774322873e-07
0100,2.53018990972915e-07
9750,3.795284864593724e-07
99633,1.265094954864575e-07
14037,5.0603798194583e-07
7519,2.53018990972915e-07
2650,8.855664684052023e-07
1129,2.150661423269777e-06
904,1.7711329368104046e-06
2240,1.265094954864575e-07
2420,2.53018990972915e-07
3166,4.680851332998927e-06
0%,5.186889314944756e-06
14307,3.795284864593724e-07
14343,1.265094954864575e-07
13789,3.795284864593724e-07
722340,1.265094954864575e-07
361170,1.265094954864575e-07
818,1.7711329368104046e-06
488,3.921794360080182e-06
3720,2.53018990972915e-07
4934,2.53018990972915e-07
11100,2.53018990972915e-07
2296,2.53018990972915e-07
§,2.9729731439317506e-05
1007,1.5181139458374896e-06
101.11%,2.53018990972915e-07
199%,1.265094954864575e-07
1182,4.4278323420260115e-06
4725,3.795284864593724e-07
96%,5.945946287863501e-06
3625,1.265094954864575e-07
20956,1.265094954864575e-07
"98,5%",8.855664684052023e-07
2117,3.795284864593724e-07
15:21,2.53018990972915e-07
1384,4.04830385556664e-06
1426,1.6446234413239472e-06
1472,6.0724557833499585e-06
5039,1.265094954864575e-07
11898,2.53018990972915e-07
1114,1.01207596389166e-06
862,2.656699405215607e-06
983,2.656699405215607e-06
-1067,1.265094954864575e-07
1130,7.590569729187449e-06
1357,1.6446234413239472e-06
1466,5.313398810431214e-06
"6,25%",1.265094954864575e-07
"8,05%",3.795284864593724e-07
"18,3%",1.5181139458374896e-06
702,5.186889314944756e-06
1133,1.6446234413239472e-06
020,7.590569729187448e-07
3481,1.265094954864575e-07
0506,3.795284864593724e-07
874,2.150661423269777e-06
678,3.0362278916749793e-06
4384,2.53018990972915e-07
1409,4.04830385556664e-06
4214,2.53018990972915e-07
-1883,1.265094954864575e-07
2880,3.795284864593724e-07
825,3.7952848645937244e-06
814,4.554341837512469e-06
29946,1.265094954864575e-07
1004,2.656699405215607e-06
2555,2.53018990972915e-07
5383,1.265094954864575e-07
815,2.7832089007020645e-06
614,3.5422658736208092e-06
"30,7%",7.590569729187448e-07
"37,1%",6.325474774322873e-07
"23,7%",1.1385854593781173e-06
"36,5%",1.3916044503510323e-06
"40,0%",1.265094954864575e-07
832,2.02415192778332e-06
835,2.02415192778332e-06
827,4.174813351053096e-06
838,3.7952848645937244e-06
841,3.162737387161437e-06
1137,4.04830385556664e-06
7000000,1.265094954864575e-07
6632,1.265094954864575e-07
6431,1.265094954864575e-07
"1,4%",5.439908305917671e-06
7183,1.265094954864575e-07
7075,1.265094954864575e-07
779,1.5181139458374896e-06
028,1.3916044503510323e-06
27988,1.265094954864575e-07
9175,3.795284864593724e-07
4311,1.265094954864575e-07
9190,1.265094954864575e-07
4300,1.1385854593781173e-06
679,2.150661423269777e-06
13000,1.265094954864575e-07
3250,6.325474774322873e-07
170000,3.795284864593724e-07
54000,2.53018990972915e-07
¹,3.795284864593724e-07
709,3.2892468826478945e-06
7094,1.5181139458374896e-06
521984,1.265094954864575e-07
5642,7.590569729187448e-07
5203,2.53018990972915e-07
5068,2.53018990972915e-07
5047,2.53018990972915e-07
2033,1.2650949548645747e-06
³,6.325474774322873e-07
21140,1.265094954864575e-07
1030,2.909718396188522e-06
1014,2.7832089007020645e-06
120%,1.3916044503510323e-06
0820,1.265094954864575e-07
2410,2.53018990972915e-07
7572,1.265094954864575e-07
0525466547,1.265094954864575e-07
"0,02%",1.01207596389166e-06
2264,5.0603798194583e-07
3602,6.325474774322873e-07
1292,3.0362278916749793e-06
4042,2.53018990972915e-07
29551,1.265094954864575e-07
731,4.807360828485384e-06
266,5.819436792377044e-06
"4,73%",2.53018990972915e-07
7134,2.53018990972915e-07
6075,5.0603798194583e-07
5532,1.265094954864575e-07
6084,1.265094954864575e-07
2372,2.53018990972915e-07
"12,28%",1.265094954864575e-07
"12,05%",3.795284864593724e-07
"21,19%",1.265094954864575e-07
"31,47%",1.265094954864575e-07
"40,15%",1.265094954864575e-07
"30,26%",1.265094954864575e-07
"32,24%",1.265094954864575e-07
"32,10%",2.53018990972915e-07
"36,96%",2.53018990972915e-07
"42,85%",1.265094954864575e-07
167.08,1.265094954864575e-07
708.42,1.265094954864575e-07
335.16,1.265094954864575e-07
310.29,1.265094954864575e-07
2522,1.265094954864575e-07
"7,85%",3.795284864593724e-07
9075,7.590569729187448e-07
7547,1.265094954864575e-07
50000,7.590569729187448e-07
6833,1.265094954864575e-07
200000,1.265094954864575e-07
89000,1.265094954864575e-07
9090,1.265094954864575e-07
151215,1.265094954864575e-07
†.,1.265094954864575e-07
"4,84%",3.795284864593724e-07
2335,1.265094954864575e-07
7185,1.01207596389166e-06
8250,3.795284864593724e-07
883,3.162737387161437e-06
836,1.5181139458374896e-06
"35,70%",1.265094954864575e-07
"0,13%",7.590569729187448e-07
6712,3.795284864593724e-07
974,2.403680414242692e-06
18801,1.265094954864575e-07
19478,1.265094954864575e-07
811,2.5301899097291493e-06
137.438.691.328,1.265094954864575e-07
2357,5.0603798194583e-07
2108,5.0603798194583e-07
"23,33%",1.265094954864575e-07
"23,62%",1.265094954864575e-07
"21,17%",1.265094954864575e-07
"6,07%",1.265094954864575e-07
"24,52%",1.265094954864575e-07
63040,1.265094954864575e-07
400%,1.01207596389166e-06
"17,0%",3.795284864593724e-07
3965,1.265094954864575e-07
036,1.2650949548645747e-06
8582,1.7711329368104046e-06
8383,1.265094954864575e-07
8583,2.53018990972915e-07
1044,1.1385854593781173e-06
10500,1.265094954864575e-07
5149,1.265094954864575e-07
528,2.403680414242692e-06
"48,3%",5.0603798194583e-07
8092,1.265094954864575e-07
1459,3.921794360080182e-06
20777,1.265094954864575e-07
1104,1.6446234413239472e-06
"12,6%",1.2650949548645747e-06
"2,04%",5.0603798194583e-07
"99,5%",1.6446234413239472e-06
"46,50%",1.265094954864575e-07
"38,23%",1.265094954864575e-07
"15,28%",3.795284864593724e-07
489,2.656699405215607e-06
612,4.933870323971842e-06
10th,1.265094954864575e-07
3650,6.325474774322873e-07
"38,7%",7.590569729187448e-07
"6,89%",5.0603798194583e-07
"48,42%",1.265094954864575e-07
"45,65%",1.265094954864575e-07
"3,76%",1.265094954864575e-07
"0,85%",7.590569729187448e-07
"0,65%",2.53018990972915e-07
"0,64%",6.325474774322873e-07
"72,5%",6.325474774322873e-07
"57,5%",3.795284864593724e-07
"4,3%",4.680851332998927e-06
28952,1.265094954864575e-07
28432,1.265094954864575e-07
20151,2.53018990972915e-07
"68,55%",2.53018990972915e-07
"31,05%",1.265094954864575e-07
"0,40%",5.0603798194583e-07
3718,1.3916044503510323e-06
1009,3.4157563781343516e-06
2542,5.0603798194583e-07
6291,1.265094954864575e-07
2639,1.265094954864575e-07
1169,3.4157563781343516e-06
5410,1.265094954864575e-07
4093,2.53018990972915e-07
42000,2.53018990972915e-07
2263,7.590569729187448e-07
984,3.4157563781343516e-06
4140,2.53018990972915e-07
16000,3.795284864593724e-07
18000,2.53018990972915e-07
90's,2.53018990972915e-07
082,1.1385854593781173e-06
4944,2.53018990972915e-07
6842,1.265094954864575e-07
3305,2.53018990972915e-07
"45,9%",3.795284864593724e-07
2350,1.01207596389166e-06
6879,2.53018990972915e-07
8088,1.0120759638916597e-05
694,2.5301899097291493e-06
2470,1.265094954864575e-07
8104,2.53018990972915e-07
2469,2.53018990972915e-07
8101,2.53018990972915e-07
8200,7.590569729187448e-07
1386-bosque,1.265094954864575e-07
363,6.198965278836416e-06
6541,3.795284864593724e-07
3251,1.265094954864575e-07
"62,95%",1.265094954864575e-07
"20,56%",1.265094954864575e-07
"0,96%",7.590569729187448e-07
"0,39%",1.265094954864575e-07
5165,1.265094954864575e-07
2089,1.265094954864575e-07
"40,7%",5.0603798194583e-07
"89,2%",6.325474774322873e-07
"92,7%",1.265094954864575e-07
2036,1.5181139458374896e-06
"83,8%",7.590569729187448e-07
"67,8%",5.0603798194583e-07
2933,1.265094954864575e-07
441,3.162737387161437e-06
092,1.265094954864575e-07
019,1.8976424322968622e-06
958,2.2771709187562346e-06
"94,2%",2.53018990972915e-07
"29,3%",1.01207596389166e-06
"26,4%",8.855664684052023e-07
"43,6%",5.0603798194583e-07
"23,5%",1.8976424322968622e-06
"34,3%",3.795284864593724e-07
"10,6%",2.02415192778332e-06
5448,2.53018990972915e-07
971,7.590569729187448e-07
4306,5.0603798194583e-07
6599,2.53018990972915e-07
1008,1.01207596389166e-06
948,2.7832089007020645e-06
1061,2.02415192778332e-06
6700,2.53018990972915e-07
4250,2.53018990972915e-07
3006,2.53018990972915e-07
2171,1.265094954864575e-07
2075,3.795284864593724e-07
1326539,1.265094954864575e-07
51610,1.265094954864575e-07
1148,2.909718396188522e-06
8344,2.53018990972915e-07
7974,1.265094954864575e-07
2853,5.0603798194583e-07
5009,1.265094954864575e-07
2039,6.325474774322873e-07
1226,4.4278323420260115e-06
2027,2.5301899097291493e-06
"0,17%",7.590569729187448e-07
2090,1.01207596389166e-06
"35,27%",1.265094954864575e-07
2044,6.325474774322873e-07
"11,4%",1.7711329368104046e-06
3627,3.795284864593724e-07
2270,1.265094954864575e-07
24034,2.53018990972915e-07
662,2.150661423269777e-06
17716,2.53018990972915e-07
17631,1.265094954864575e-07
3378,3.795284864593724e-07
2032,1.2650949548645747e-06
6951,1.265094954864575e-07
"89,1%",3.795284864593724e-07
"10,9%",1.7711329368104046e-06
"0,08%",1.7711329368104046e-06
"41,1%",2.53018990972915e-07
2510,1.265094954864575e-07
2912,3.795284864593724e-07
2476,1.265094954864575e-07
2901,2.53018990972915e-07
2710,2.53018990972915e-07
"126,8%",1.265094954864575e-07
"141,1%",1.265094954864575e-07
"281,0%",1.265094954864575e-07
"43,23%",1.265094954864575e-07
"143,0%",1.265094954864575e-07
"51,4%",1.1385854593781173e-06
115%,1.265094954864575e-07
109%,2.53018990972915e-07
7919,2.53018990972915e-07
5D's,1.265094954864575e-07
Nevi´im,1.265094954864575e-07
074,1.7711329368104046e-06
68000,2.3910294646940462e-05
24000,2.53018990972915e-07
"36,79%",1.265094954864575e-07
"33,96%",1.265094954864575e-07
"36,03%",1.265094954864575e-07
"13,23%",1.265094954864575e-07
9393,1.265094954864575e-07
5058,2.53018990972915e-07
"5,93%",2.53018990972915e-07
022,1.265094954864575e-07
"17,66%",1.265094954864575e-07
3145,3.795284864593724e-07
"3,69%",2.53018990972915e-07
28821,1.265094954864575e-07
"34,2%",7.590569729187448e-07
"45,4%",3.795284864593724e-07
"39,9%",1.265094954864575e-07
"47,22%",2.53018990972915e-07
"39,88%",1.265094954864575e-07
"6,54%",3.795284864593724e-07
"3,42%",3.795284864593724e-07
"2,95%",5.0603798194583e-07
"2,13%",2.53018990972915e-07
"6,32%",1.265094954864575e-07
"1,43%",2.53018990972915e-07
"5,91%",2.53018990972915e-07
"1,07%",5.0603798194583e-07
106200,1.265094954864575e-07
2989,3.795284864593724e-07
409310,1.265094954864575e-07
206610,2.53018990972915e-07
202700,1.265094954864575e-07
2712,5.0603798194583e-07
2593,1.265094954864575e-07
219,5.819436792377044e-06
2122,1.265094954864575e-07
69280,1.265094954864575e-07
300000,1.7711329368104046e-06
3575,2.53018990972915e-07
2353,3.795284864593724e-07
991,4.174813351053096e-06
5353,3.795284864593724e-07
2876,2.53018990972915e-07
7660,1.265094954864575e-07
971-San,1.265094954864575e-07
1160,4.04830385556664e-06
2991,1.265094954864575e-07
3002,1.265094954864575e-07
800000,1.2650949548645747e-06
793,3.0362278916749793e-06
2238,2.53018990972915e-07
1142,1.6446234413239472e-06
1029,1.2650949548645747e-06
4890,1.265094954864575e-07
5555,2.53018990972915e-07
7296,1.265094954864575e-07
Óquimo,1.265094954864575e-07
10050,5.0603798194583e-07
16QAM,7.590569729187448e-07
64QAM,3.795284864593724e-07
"2,1%",3.5422658736208092e-06
"22,7%",8.855664684052023e-07
8Km,1.265094954864575e-07
28921,1.265094954864575e-07
28922,1.265094954864575e-07
28923,1.265094954864575e-07
28924,1.265094954864575e-07
28925,1.265094954864575e-07
7342,1.265094954864575e-07
8470,1.265094954864575e-07
4555,2.53018990972915e-07
42'O,1.265094954864575e-07
"34,1%",7.590569729187448e-07
-1918,1.265094954864575e-07
25894,3.795284864593724e-07
088,3.795284864593724e-07
3641,1.265094954864575e-07
2148,1.265094954864575e-07
1201,5.439908305917671e-06
6352,2.53018990972915e-07
"64,72%",1.265094954864575e-07
"28,3%",2.53018990972915e-07
"19,8%",1.1385854593781173e-06
"58,4%",5.0603798194583e-07
"40,6%",6.325474774322873e-07
5135,5.0603798194583e-07
2609,3.795284864593724e-07
84-206-1356-8,1.265094954864575e-07
93%,5.439908305917671e-06
918,2.150661423269777e-06
1131,1.5181139458374896e-06
"34,5%",7.590569729187448e-07
s(i)apto,1.265094954864575e-07
"87,1%",1.265094954864575e-07
45:65,1.265094954864575e-07
8682,3.795284864593724e-07
3223,1.265094954864575e-07
"22,5%",1.2650949548645747e-06
86400,1.265094954864575e-07
7622,1.265094954864575e-07
4157,2.53018990972915e-07
2837,1.265094954864575e-07
4935,2.53018990972915e-07
"1,7%",4.174813351053096e-06
090,2.403680414242692e-06
4246,1.265094954864575e-07
4053,1.265094954864575e-07
"43,3%",1.3916044503510323e-06
（,7.590569729187448e-07
4850,1.01207596389166e-06
2359,6.325474774322873e-07
3595,3.795284864593724e-07
9782353402878,1.265094954864575e-07
4955,2.53018990972915e-07
3372,2.53018990972915e-07
3102,1.265094954864575e-07
3051,5.0603798194583e-07
"6,71%",1.265094954864575e-07
089,1.01207596389166e-06
2300000,1.265094954864575e-07
1197,4.4278323420260115e-06
"15,4%",1.01207596389166e-06
47758,1.265094954864575e-07
14246,1.265094954864575e-07
3801,1.265094954864575e-07
8406,3.795284864593724e-07
"1,42%",1.265094954864575e-07
410000,2.53018990972915e-07
153000,1.265094954864575e-07
"27,8%",7.590569729187448e-07
6582,1.265094954864575e-07
4069,3.795284864593724e-07
2251,1.265094954864575e-07
"82,6%",8.855664684052023e-07
"67,2%",2.53018990972915e-07
6303,1.265094954864575e-07
2267,1.265094954864575e-07
"28,94%",1.265094954864575e-07
"21,09%",1.265094954864575e-07
"19,39%",2.53018990972915e-07
"11,49%",1.265094954864575e-07
"8,77%",2.53018990972915e-07
"6,19%",1.265094954864575e-07
"4,13%",2.53018990972915e-07
"29,6%",7.590569729187448e-07
2733,1.265094954864575e-07
"6,4%",2.2771709187562346e-06
4680,2.53018990972915e-07
2394,2.53018990972915e-07
2218,6.325474774322873e-07
9347,1.265094954864575e-07
433,4.301322846539554e-06
3870,5.0603798194583e-07
11723,1.265094954864575e-07
4255,2.53018990972915e-07
142857,1.265094954864575e-07
999999,1.265094954864575e-07
142857142857,1.265094954864575e-07
52²,1.265094954864575e-07
2209,6.325474774322873e-07
11664,2.53018990972915e-07
2404,2.53018990972915e-07
4713,1.265094954864575e-07
3284,1.265094954864575e-07
2898,1.265094954864575e-07
77260,2.53018990972915e-07
50720,1.265094954864575e-07
54250,1.265094954864575e-07
255000,1.265094954864575e-07
8486,1.265094954864575e-07
10900,2.53018990972915e-07
2414,1.265094954864575e-07
8468,1.265094954864575e-07
6794,1.265094954864575e-07
2416,2.53018990972915e-07
2230,2.53018990972915e-07
80000,3.668775369107267e-06
8128,6.325474774322873e-07
33550336,1.265094954864575e-07
8589869056,1.265094954864575e-07
137438691328,1.265094954864575e-07
700%,2.53018990972915e-07
1242,3.2892468826478945e-06
4625,2.53018990972915e-07
099,1.2650949548645747e-06
5640,1.265094954864575e-07
5188,1.265094954864575e-07
594,1.8976424322968622e-06
2477,1.265094954864575e-07
"25,8%",7.590569729187448e-07
071,1.265094954864575e-07
9370,1.265094954864575e-07
2827,1.265094954864575e-07
3644,5.0603798194583e-07
3502,1.265094954864575e-07
29286,1.265094954864575e-07
"4,2%",3.4157563781343516e-06
18567,3.795284864593724e-07
"59,63%",1.265094954864575e-07
"40,37%",1.265094954864575e-07
"97,82%",1.265094954864575e-07
"2,18%",2.53018990972915e-07
9686,2.53018990972915e-07
8602,1.265094954864575e-07
8300,3.795284864593724e-07
"92,98%",2.53018990972915e-07
"0,24%",3.795284864593724e-07
"0,16%",3.795284864593724e-07
"63,16%",1.265094954864575e-07
"58,8%",7.590569729187448e-07
"38,44%",1.265094954864575e-07
"6,61%",3.795284864593724e-07
"30,2%",1.265094954864575e-07
"95,6%",3.795284864593724e-07
1026,1.5181139458374896e-06
9328,1.265094954864575e-07
5144,1.265094954864575e-07
14068,1.265094954864575e-07
048,1.265094954864575e-07
016,1.265094954864575e-07
19319,1.265094954864575e-07
4793,1.265094954864575e-07
4992,6.325474774322873e-07
063,1.265094954864575e-07
"2,46%",2.53018990972915e-07
"32,5%",7.590569729187448e-07
"3,5%",6.578493765295789e-06
"2,9%",2.5301899097291493e-06
64553,2.53018990972915e-07
72827,3.795284864593724e-07
34854,1.265094954864575e-07
78071,2.53018990972915e-07
86782,1.265094954864575e-07
5110,1.265094954864575e-07
3798,5.0603798194583e-07
3772,2.53018990972915e-07
"79,3%",3.795284864593724e-07
"3,2%",3.5422658736208092e-06
5722,1.265094954864575e-07
4828,2.53018990972915e-07
3533,1.265094954864575e-07
3534,2.53018990972915e-07
6184,2.53018990972915e-07
1159,3.2892468826478945e-06
"10,5%",2.150661423269777e-06
2246,7.590569729187448e-07
2403,1.265094954864575e-07
2808,2.53018990972915e-07
8008,4.807360828485384e-06
8085,2.2771709187562346e-06
449,5.313398810431214e-06
4338,2.53018990972915e-07
2322,6.325474774322873e-07
m1tv,1.265094954864575e-07
621,1.5181139458374896e-06
2566,3.795284864593724e-07
"34,77%",1.265094954864575e-07
"63,93%",2.53018990972915e-07
2492,1.265094954864575e-07
"77,08%",1.265094954864575e-07
"50,26%",1.265094954864575e-07
"49,33%",3.795284864593724e-07
6932,1.265094954864575e-07
"55,74%",1.265094954864575e-07
"43,87%",2.53018990972915e-07
"50,46%",1.265094954864575e-07
"42,20%",1.265094954864575e-07
"45,60%",1.265094954864575e-07
"25,52%",2.53018990972915e-07
"7,83%",1.265094954864575e-07
"7,71%",1.265094954864575e-07
3027,1.265094954864575e-07
1500-Villa,1.265094954864575e-07
1105,1.7711329368104046e-06
21185,2.53018990972915e-07
6348,2.53018990972915e-07
"91,1%",5.0603798194583e-07
"88,6%",7.590569729187448e-07
"73,6%",3.795284864593724e-07
"16,59%",2.53018990972915e-07
"82,56%",1.265094954864575e-07
"27,5%",7.590569729187448e-07
"67,5%",6.325474774322873e-07
"30,3%",8.855664684052023e-07
"8,81%",1.265094954864575e-07
"9,71%",2.53018990972915e-07
2615,2.53018990972915e-07
28593,1.265094954864575e-07
4081,1.265094954864575e-07
"38,82%",1.265094954864575e-07
"58,18%",1.265094954864575e-07
"62,3%",5.0603798194583e-07
15924,2.53018990972915e-07
"16,44%",1.265094954864575e-07
"0,01%",1.7711329368104046e-06
"76,1%",3.795284864593724e-07
7847,1.265094954864575e-07
5714,1.265094954864575e-07
2260,5.0603798194583e-07
2210,1.265094954864575e-07
4444,2.53018990972915e-07
2197,1.265094954864575e-07
6300,3.795284864593724e-07
125c.c,1.8976424322968622e-06
"64,8%",3.795284864593724e-07
"70,5%",1.265094954864575e-07
"9,2%",2.2771709187562346e-06
"79,67%",1.265094954864575e-07
"2,67%",1.265094954864575e-07
"83,47%",1.265094954864575e-07
"47,4%",1.01207596389166e-06
108%,3.795284864593724e-07
1421,2.7832089007020645e-06
2899,1.265094954864575e-07
"29,07%",1.265094954864575e-07
"43,33%",2.53018990972915e-07
16426,1.265094954864575e-07
"20,6%",6.325474774322873e-07
"66,6%",3.795284864593724e-07
"74,3%",6.325474774322873e-07
"68,0%",1.265094954864575e-07
"14,4%",3.795284864593724e-07
"38,6%",8.855664684052023e-07
"7,8%",2.150661423269777e-06
7177,1.265094954864575e-07
"1,60%",2.53018990972915e-07
"3,20%",1.265094954864575e-07
911722,1.265094954864575e-07
443%,3.795284864593724e-07
2151,2.53018990972915e-07
3114,2.53018990972915e-07
8957,2.53018990972915e-07
7048,1.265094954864575e-07
25649,1.265094954864575e-07
"22,58%",2.53018990972915e-07
2828,1.265094954864575e-07
5834,2.53018990972915e-07
5436,1.265094954864575e-07
